employee_id,gender,years_of_experience,job_level,industry,company_size,negotiated_salary,employment_type,career_gap_months,num_promotions,primary_caregiver,relocated_for_job,works_overtime,education_level,city_tier,performance_rating,age,domain,monthly_salary_inr
EMP0988,Female,13.8,Senior,Healthcare,Large (500-2000),0,Full-Time,18,2,1,1,0,Post-Graduate,Tier 2,5,37,HR,81213
EMP0989,Male,13.2,Manager,FMCG,Startup (<50),0,Full-Time,6,3,0,1,0,PhD,Tier 1,1,34,Marketing,68958
EMP0990,Male,5.6,Senior,Retail,MNC (2000+),1,Full-Time,0,1,0,1,1,Post-Graduate,Tier 1,3,30,Data & Analytics,85089
EMP0991,Female,8.2,Senior,Consulting,Large (500-2000),0,Full-Time,12,1,1,0,1,Post-Graduate,Tier 3,3,29,Customer Support,67321
EMP0992,Female,7.6,Mid,Manufacturing,Startup (<50),0,Contract,12,2,1,0,0,Post-Graduate,Tier 1,1,29,Marketing,42194
EMP0993,Female,3.2,Junior,FMCG,Large (500-2000),0,Full-Time,24,0,0,0,1,High School,Tier 1,4,23,HR,22716
EMP0994,Female,7.0,Mid,Education,Startup (<50),0,Full-Time,24,1,0,0,0,High School,Tier 1,4,31,Admin,20579
EMP0995,Male,11.1,Senior,Technology,SME (50-500),0,Full-Time,0,3,0,0,1,MBA,Tier 1,3,32,Customer Support,89148
EMP0996,Male,11.7,Senior,Education,SME (50-500),1,Full-Time,6,3,0,1,0,Graduate,Tier 2,2,35,Operations,53253
EMP0997,Male,12.9,Manager,Manufacturing,SME (50-500),1,Full-Time,3,2,0,1,0,Post-Graduate,Tier 2,4,37,Finance,127433
EMP0998,Female,9.8,Senior,Technology,Large (500-2000),0,Contract,18,2,0,0,1,Graduate,Tier 2,5,31,Admin,88902
EMP0999,Male,0.5,Junior,Manufacturing,Large (500-2000),0,Contract,6,0,0,0,0,Graduate,Tier 1,4,23,Engineering,28512
EMP1000,Female,5.6,Mid,Education,SME (50-500),0,Full-Time,24,2,0,0,0,MBA,Tier 2,4,23,Engineering,41132
EMP1001,Female,11.4,Senior,Technology,MNC (2000+),1,Full-Time,12,2,1,0,0,Graduate,Tier 1,3,34,HR,115661
EMP1002,Female,9.6,Senior,Retail,Large (500-2000),1,Part-Time,24,2,1,0,1,Post-Graduate,Tier 2,2,35,Operations,61677
EMP1003,Male,9.5,Senior,Manufacturing,MNC (2000+),1,Full-Time,3,3,0,0,1,Post-Graduate,Tier 2,2,32,Admin,56439
EMP1004,Female,7.3,Mid,NGO / Social Sector,SME (50-500),1,Full-Time,0,2,0,0,1,Post-Graduate,Tier 1,4,31,Data & Analytics,51251
EMP1005,Male,11.7,Senior,NGO / Social Sector,Startup (<50),1,Full-Time,0,3,0,0,0,MBA,Tier 3,3,32,Marketing,36117
EMP1006,Female,4.2,Mid,Retail,Startup (<50),0,Full-Time,18,1,1,1,1,Post-Graduate,Tier 3,3,28,Admin,28745
EMP1007,Male,11.4,Senior,Finance & Banking,MNC (2000+),1,Full-Time,0,3,0,0,1,MBA,Tier 1,5,31,Admin,84265
EMP1008,Male,9.3,Senior,FMCG,SME (50-500),1,Full-Time,0,2,0,1,1,MBA,Tier 3,4,27,Finance,80990
EMP1009,Female,6.3,Mid,Healthcare,SME (50-500),0,Full-Time,0,1,1,0,0,Post-Graduate,Tier 1,3,29,HR,46190
EMP1010,Male,17.0,Manager,Technology,Large (500-2000),1,Full-Time,0,5,0,1,0,MBA,Tier 1,4,39,Sales,202547
EMP1011,Male,6.8,Senior,NGO / Social Sector,Startup (<50),1,Full-Time,3,1,1,0,0,PhD,Tier 2,3,29,Sales,44594
EMP1012,Male,6.7,Senior,Manufacturing,Startup (<50),0,Full-Time,0,2,0,0,1,Graduate,Tier 1,2,31,Legal,65752
EMP1013,Male,3.9,Mid,Finance & Banking,Startup (<50),1,Full-Time,0,2,0,1,1,Graduate,Tier 1,5,25,Sales,70075
EMP1014,Male,11.2,Senior,Technology,SME (50-500),1,Contract,0,3,0,0,0,Graduate,Tier 3,4,33,Finance,117722
EMP1015,Female,8.3,Senior,Technology,Large (500-2000),1,Full-Time,12,2,0,0,0,Post-Graduate,Tier 2,3,33,Admin,72371
EMP1016,Female,11.2,Senior,Healthcare,Large (500-2000),0,Full-Time,0,2,0,0,0,MBA,Tier 2,3,35,Finance,108596
EMP1017,Male,11.1,Senior,Technology,MNC (2000+),1,Full-Time,12,4,0,1,0,PhD,Tier 3,3,37,Marketing,115338
EMP1018,Female,5.0,Mid,NGO / Social Sector,SME (50-500),0,Full-Time,12,0,1,0,0,Post-Graduate,Tier 2,4,27,Data & Analytics,37124
EMP1019,Male,18.4,Manager,Consulting,Startup (<50),1,Full-Time,12,6,0,0,1,PhD,Tier 2,4,42,Operations,133524
EMP1020,Male,8.1,Senior,Manufacturing,Large (500-2000),1,Full-Time,6,3,1,1,1,High School,Tier 1,4,31,Customer Support,80488
EMP1021,Female,12.2,Senior,Consulting,Startup (<50),0,Full-Time,6,2,1,0,0,MBA,Tier 3,4,33,Finance,99987
EMP1022,Male,10.3,Senior,Finance & Banking,Large (500-2000),1,Full-Time,0,3,0,0,1,Graduate,Tier 3,3,34,Engineering,99017
EMP1023,Female,5.1,Mid,Education,MNC (2000+),0,Full-Time,0,2,0,1,0,Post-Graduate,Tier 3,5,28,HR,39261
EMP1024,Female,12.8,Senior,FMCG,SME (50-500),0,Part-Time,24,3,0,0,0,Post-Graduate,Tier 3,4,32,Legal,79500
EMP1025,Male,6.1,Mid,Healthcare,Large (500-2000),0,Part-Time,0,1,0,0,1,MBA,Tier 3,4,28,Engineering,60070
EMP1026,Male,12.1,Manager,Media,Startup (<50),1,Full-Time,3,3,0,1,0,MBA,Tier 1,4,35,Marketing,80928
EMP1027,Male,11.8,Senior,Technology,Large (500-2000),1,Full-Time,0,4,0,0,0,MBA,Tier 3,2,34,Operations,85420
EMP1028,Female,8.5,Senior,Media,Startup (<50),0,Full-Time,12,2,0,0,0,Graduate,Tier 1,4,33,Data & Analytics,97988
EMP1029,Male,8.9,Senior,Consulting,MNC (2000+),1,Full-Time,0,2,0,0,0,MBA,Tier 2,5,36,Operations,84704
EMP1030,Female,7.9,Mid,Healthcare,SME (50-500),0,Full-Time,6,2,1,0,0,Post-Graduate,Tier 2,4,30,Operations,45321
EMP1031,Male,10.1,Senior,Manufacturing,Large (500-2000),1,Full-Time,6,3,0,0,1,MBA,Tier 2,3,31,HR,71242
EMP1032,Male,6.6,Senior,Media,Large (500-2000),0,Contract,3,2,0,0,0,Post-Graduate,Tier 2,3,26,Data & Analytics,59962
EMP1033,Female,5.8,Mid,Retail,Startup (<50),0,Full-Time,0,1,1,0,0,Graduate,Tier 2,3,27,Data & Analytics,60226
EMP1034,Male,18.8,Manager,Manufacturing,Large (500-2000),1,Full-Time,0,6,0,1,0,Post-Graduate,Tier 2,3,44,Admin,91657
EMP1035,Female,7.6,Mid,Technology,Startup (<50),0,Full-Time,0,1,0,0,0,Graduate,Tier 1,3,31,Data & Analytics,85915
EMP1036,Female,16.1,Manager,Retail,SME (50-500),0,Full-Time,6,4,0,0,0,MBA,Tier 2,2,40,Data & Analytics,129906
EMP1037,Male,8.3,Senior,Consulting,Startup (<50),1,Full-Time,0,1,0,0,0,Graduate,Tier 2,2,30,Operations,63267
EMP1038,Male,11.9,Senior,Healthcare,Large (500-2000),1,Full-Time,0,3,0,0,1,Post-Graduate,Tier 2,2,33,Finance,92254
EMP1039,Male,13.7,Manager,Technology,Startup (<50),1,Contract,0,5,1,1,0,Post-Graduate,Tier 1,3,38,Engineering,217472
EMP1040,Male,7.6,Senior,Education,MNC (2000+),1,Full-Time,0,3,0,0,0,Post-Graduate,Tier 2,5,27,Sales,76058
EMP1041,Female,7.6,Mid,Education,MNC (2000+),0,Full-Time,0,2,1,1,1,Graduate,Tier 1,2,31,Customer Support,41993
EMP1042,Male,12.7,Manager,Manufacturing,SME (50-500),1,Full-Time,0,3,0,1,0,High School,Tier 1,3,36,Sales,131694
EMP1043,Female,11.1,Senior,Manufacturing,Startup (<50),0,Full-Time,3,3,1,0,0,Graduate,Tier 2,3,32,Data & Analytics,99298
EMP1044,Female,5.1,Mid,Retail,Large (500-2000),1,Part-Time,12,0,0,1,0,PhD,Tier 2,2,28,Marketing,56283
EMP1045,Female,8.1,Senior,Education,Large (500-2000),0,Part-Time,12,2,1,1,1,MBA,Tier 1,4,28,Operations,56542
EMP1046,Male,3.3,Mid,Finance & Banking,Startup (<50),1,Full-Time,0,2,0,1,1,MBA,Tier 3,2,22,Finance,41066
EMP1047,Male,15.1,Manager,Retail,SME (50-500),1,Full-Time,0,5,1,0,1,High School,Tier 3,2,38,HR,67355
EMP1048,Female,5.0,Mid,Technology,MNC (2000+),0,Full-Time,6,1,1,0,0,Graduate,Tier 1,3,29,Admin,77639
EMP1049,Male,7.3,Senior,FMCG,SME (50-500),1,Full-Time,0,3,0,1,0,PhD,Tier 2,3,30,Engineering,68244
EMP1050,Male,7.8,Senior,Finance & Banking,SME (50-500),0,Full-Time,0,2,0,0,0,Graduate,Tier 3,4,29,Finance,84842
EMP1051,Male,13.9,Manager,Consulting,MNC (2000+),1,Full-Time,0,5,0,0,0,Post-Graduate,Tier 2,1,36,Finance,149673
EMP1052,Male,13.3,Manager,FMCG,MNC (2000+),0,Full-Time,0,5,0,0,1,Post-Graduate,Tier 3,3,35,Data & Analytics,122274
EMP1053,Female,11.3,Senior,Technology,SME (50-500),0,Contract,0,3,1,0,0,Post-Graduate,Tier 2,1,31,HR,77521
EMP1054,Male,8.3,Senior,Manufacturing,Startup (<50),0,Full-Time,0,2,0,0,1,PhD,Tier 2,2,30,Engineering,80732
EMP1055,Female,5.3,Mid,Retail,SME (50-500),0,Full-Time,12,2,1,0,1,MBA,Tier 1,4,29,HR,42567
EMP1056,Male,8.1,Senior,Healthcare,MNC (2000+),1,Full-Time,0,2,0,1,1,Post-Graduate,Tier 1,3,31,Marketing,93827
EMP1057,Male,15.8,Manager,Technology,Startup (<50),1,Full-Time,0,4,0,1,0,Post-Graduate,Tier 1,5,38,Engineering,254058
EMP1058,Male,9.6,Senior,Finance & Banking,Large (500-2000),1,Full-Time,0,3,0,1,1,Post-Graduate,Tier 1,3,31,Sales,138419
EMP1059,Male,9.4,Senior,Technology,Startup (<50),1,Full-Time,0,3,0,0,1,Post-Graduate,Tier 3,2,31,Engineering,118818
EMP1060,Female,11.2,Senior,Education,Startup (<50),0,Full-Time,6,2,1,0,1,Post-Graduate,Tier 1,4,32,Legal,71037
EMP1061,Male,10.2,Senior,Manufacturing,Startup (<50),1,Full-Time,0,3,1,0,0,PhD,Tier 3,4,33,Finance,64326
EMP1062,Female,2.1,Junior,Consulting,SME (50-500),0,Full-Time,6,0,1,1,0,PhD,Tier 2,3,22,Operations,30449
EMP1063,Female,1.0,Junior,NGO / Social Sector,SME (50-500),0,Full-Time,0,1,0,1,0,Post-Graduate,Tier 1,3,23,Finance,20997
EMP1064,Female,8.0,Mid,Healthcare,MNC (2000+),1,Full-Time,6,2,0,0,1,MBA,Tier 2,4,32,Operations,64282
EMP1065,Female,6.8,Mid,Technology,SME (50-500),0,Full-Time,0,1,0,1,1,Post-Graduate,Tier 2,3,27,Admin,41746
EMP1066,Male,3.8,Mid,Technology,Startup (<50),0,Full-Time,0,1,0,0,1,Graduate,Tier 2,3,24,Sales,62648
EMP1067,Male,15.3,Manager,Manufacturing,Large (500-2000),1,Full-Time,0,3,0,1,0,Post-Graduate,Tier 2,3,36,Finance,158036
EMP1068,Male,16.1,Manager,Manufacturing,SME (50-500),0,Full-Time,0,3,0,0,0,MBA,Tier 1,3,38,Sales,142276
EMP1069,Male,15.2,Manager,Consulting,MNC (2000+),1,Full-Time,0,5,0,0,0,Graduate,Tier 3,2,41,Sales,149819
EMP1070,Female,5.1,Mid,Retail,Large (500-2000),0,Contract,18,0,0,1,0,MBA,Tier 1,5,26,Marketing,40236
EMP1071,Male,3.2,Mid,Finance & Banking,Startup (<50),0,Full-Time,0,0,0,0,0,MBA,Tier 2,5,25,Finance,50318
EMP1072,Male,7.9,Senior,Technology,MNC (2000+),1,Full-Time,0,2,0,0,1,MBA,Tier 1,5,28,Admin,116960
EMP1073,Female,2.3,Junior,Consulting,SME (50-500),0,Full-Time,0,1,1,0,0,Post-Graduate,Tier 2,3,24,Operations,34551
EMP1074,Female,6.6,Mid,NGO / Social Sector,Large (500-2000),0,Full-Time,6,2,1,1,0,Graduate,Tier 2,4,26,Operations,25908
EMP1075,Male,5.9,Mid,Media,Startup (<50),1,Part-Time,0,2,1,0,0,Post-Graduate,Tier 2,2,27,Data & Analytics,31965
EMP1076,Male,4.6,Mid,Education,Large (500-2000),1,Full-Time,3,2,1,1,0,PhD,Tier 2,2,23,Data & Analytics,38914
EMP1077,Female,5.6,Mid,Retail,SME (50-500),0,Full-Time,12,1,0,1,0,PhD,Tier 1,3,26,Customer Support,37177
EMP1078,Male,5.1,Mid,Education,SME (50-500),0,Full-Time,0,1,0,0,1,Graduate,Tier 1,2,26,Operations,27925
EMP1079,Female,2.0,Junior,Healthcare,Startup (<50),0,Full-Time,18,0,1,1,1,PhD,Tier 3,5,22,Marketing,22302
EMP1080,Male,4.3,Mid,Finance & Banking,Large (500-2000),1,Full-Time,0,1,0,0,1,Graduate,Tier 3,3,23,Data & Analytics,60181
EMP1081,Male,10.8,Senior,FMCG,SME (50-500),1,Full-Time,0,4,0,1,1,Graduate,Tier 2,5,34,HR,60435
EMP1082,Female,6.6,Mid,Healthcare,SME (50-500),0,Contract,0,1,1,1,0,Graduate,Tier 1,5,32,Operations,63265
EMP1083,Male,14.4,Manager,Technology,Large (500-2000),1,Contract,0,4,0,1,1,Post-Graduate,Tier 1,3,36,Data & Analytics,231753
EMP1084,Male,18.8,Director,FMCG,Startup (<50),0,Full-Time,0,6,0,1,1,MBA,Tier 3,4,41,Finance,181557
EMP1085,Male,14.8,Manager,Healthcare,SME (50-500),1,Full-Time,0,4,0,1,0,Graduate,Tier 1,3,41,Data & Analytics,147847
EMP1086,Female,12.0,Senior,Technology,Startup (<50),0,Part-Time,12,2,1,0,0,Graduate,Tier 2,4,33,Admin,61317
EMP1087,Female,11.8,Senior,Technology,SME (50-500),0,Full-Time,6,2,1,0,1,MBA,Tier 3,3,34,Finance,121901
EMP1088,Male,3.1,Mid,Manufacturing,SME (50-500),1,Full-Time,0,2,0,1,1,MBA,Tier 2,4,26,Admin,36846
EMP1089,Female,12.3,Senior,Media,Large (500-2000),0,Full-Time,18,3,1,1,1,High School,Tier 2,5,36,Operations,66385
EMP1090,Male,9.0,Senior,Media,Large (500-2000),1,Full-Time,12,2,0,0,1,PhD,Tier 3,1,28,Operations,50888
EMP1091,Male,1.3,Junior,Manufacturing,Large (500-2000),0,Contract,3,0,0,1,0,Post-Graduate,Tier 2,3,22,Engineering,28915
EMP1092,Female,1.3,Junior,Media,Startup (<50),0,Full-Time,6,0,1,0,1,Graduate,Tier 3,3,25,Customer Support,14043
EMP1093,Male,12.4,Manager,Media,Startup (<50),1,Full-Time,0,4,0,1,1,PhD,Tier 2,4,36,Engineering,88957
EMP1094,Male,6.6,Senior,Technology,Large (500-2000),0,Full-Time,0,2,0,1,0,Post-Graduate,Tier 1,4,29,Finance,132380
EMP1095,Female,6.6,Mid,Retail,SME (50-500),0,Full-Time,0,2,0,0,0,Graduate,Tier 2,3,34,Sales,59585
EMP1096,Female,10.0,Senior,Technology,SME (50-500),1,Contract,0,2,1,0,0,Graduate,Tier 2,2,33,Marketing,128294
EMP1097,Female,8.9,Senior,Consulting,Large (500-2000),1,Full-Time,0,1,0,0,0,Graduate,Tier 1,5,30,Finance,159136
EMP1098,Male,8.0,Senior,FMCG,MNC (2000+),1,Full-Time,0,3,0,1,1,MBA,Tier 2,3,32,Data & Analytics,109523
EMP1099,Male,12.4,Senior,NGO / Social Sector,SME (50-500),1,Part-Time,0,4,0,0,0,Graduate,Tier 1,2,31,Sales,41232
EMP1100,Female,5.9,Mid,Education,SME (50-500),0,Full-Time,12,0,1,0,1,Post-Graduate,Tier 3,4,31,Sales,30705
EMP1101,Male,12.3,Senior,Consulting,MNC (2000+),0,Full-Time,0,4,0,1,0,Post-Graduate,Tier 1,4,32,Finance,104067
EMP1102,Female,8.9,Senior,Retail,SME (50-500),1,Full-Time,24,1,0,0,1,PhD,Tier 2,3,31,Operations,59374
EMP1103,Male,14.6,Manager,Manufacturing,SME (50-500),0,Full-Time,0,4,0,0,1,Graduate,Tier 1,4,37,Engineering,129675
EMP1104,Male,11.9,Senior,Manufacturing,SME (50-500),1,Full-Time,12,4,0,0,0,Graduate,Tier 1,2,35,Data & Analytics,85906
EMP1105,Male,7.1,Senior,Retail,Startup (<50),1,Full-Time,0,2,0,1,1,MBA,Tier 3,3,26,HR,42053
EMP1106,Female,1.6,Junior,Technology,Startup (<50),0,Full-Time,0,0,1,1,1,High School,Tier 1,3,27,Marketing,41722
EMP1107,Female,6.0,Mid,Education,SME (50-500),1,Full-Time,12,1,1,0,0,High School,Tier 2,5,29,HR,32713
EMP1108,Male,1.3,Junior,Finance & Banking,MNC (2000+),1,Full-Time,6,0,0,0,0,Graduate,Tier 2,5,22,Finance,39561
EMP1109,Male,14.3,Manager,Consulting,SME (50-500),1,Full-Time,0,5,0,0,1,Post-Graduate,Tier 2,4,41,HR,102726
EMP1110,Female,9.9,Senior,NGO / Social Sector,Large (500-2000),0,Full-Time,12,2,1,0,0,Graduate,Tier 1,3,34,Data & Analytics,78403
EMP1111,Male,14.0,Manager,Technology,Large (500-2000),1,Full-Time,0,4,0,0,1,Graduate,Tier 1,4,35,Marketing,174570
EMP1112,Male,10.4,Senior,Technology,SME (50-500),1,Full-Time,3,3,0,1,1,Graduate,Tier 1,3,33,Operations,99910
EMP1113,Female,15.6,Manager,FMCG,SME (50-500),1,Part-Time,3,3,1,0,0,MBA,Tier 1,5,38,HR,127847
EMP1114,Male,19.3,Manager,Retail,Startup (<50),0,Contract,3,5,0,0,1,Post-Graduate,Tier 2,2,42,Marketing,92518
EMP1115,Male,14.1,Manager,Manufacturing,Large (500-2000),1,Full-Time,18,4,0,0,1,PhD,Tier 3,3,37,Legal,98261
EMP1116,Female,5.1,Mid,Healthcare,MNC (2000+),0,Full-Time,12,1,1,0,0,MBA,Tier 1,2,27,Customer Support,40484
EMP1117,Female,8.5,Senior,Technology,MNC (2000+),0,Full-Time,0,3,1,1,1,PhD,Tier 2,4,31,Legal,163371
EMP1118,Female,6.0,Mid,Media,SME (50-500),0,Part-Time,24,2,0,0,0,PhD,Tier 2,5,30,HR,34361
EMP1119,Female,15.0,Manager,Healthcare,SME (50-500),1,Full-Time,12,2,1,0,1,Post-Graduate,Tier 1,4,38,Admin,109056
EMP1120,Male,11.5,Senior,Technology,Startup (<50),0,Contract,0,3,0,1,0,Graduate,Tier 2,2,36,Finance,99241
EMP1121,Female,9.6,Senior,NGO / Social Sector,SME (50-500),0,Full-Time,0,1,1,0,0,Graduate,Tier 1,3,35,Engineering,72453
EMP1122,Female,16.7,Manager,FMCG,SME (50-500),0,Full-Time,6,4,1,0,0,Post-Graduate,Tier 1,3,38,HR,86173
EMP1123,Male,10.9,Senior,FMCG,SME (50-500),1,Full-Time,0,3,1,0,1,Graduate,Tier 2,5,34,Finance,81280
EMP1124,Male,18.7,Manager,Manufacturing,Large (500-2000),0,Full-Time,0,7,0,0,0,High School,Tier 1,5,42,Sales,166759
EMP1125,Male,8.0,Senior,FMCG,MNC (2000+),0,Full-Time,0,2,0,0,1,PhD,Tier 2,4,36,Data & Analytics,86654
EMP1126,Male,3.9,Mid,Consulting,Large (500-2000),1,Full-Time,3,0,0,1,0,Graduate,Tier 1,3,27,Finance,62074
EMP1127,Female,14.6,Manager,Finance & Banking,MNC (2000+),0,Contract,3,3,0,0,0,Post-Graduate,Tier 2,3,38,Engineering,209855
EMP1128,Male,11.0,Senior,Manufacturing,Large (500-2000),1,Full-Time,0,3,0,0,1,MBA,Tier 1,4,35,Data & Analytics,105002
EMP1129,Male,10.6,Senior,Technology,MNC (2000+),1,Full-Time,0,4,0,1,1,Post-Graduate,Tier 2,3,33,Finance,155290
EMP1130,Female,9.9,Senior,Healthcare,SME (50-500),0,Contract,12,2,0,0,0,Post-Graduate,Tier 3,4,35,Marketing,65811
EMP1131,Male,4.5,Mid,Finance & Banking,SME (50-500),1,Full-Time,0,0,0,1,0,High School,Tier 3,5,28,Data & Analytics,78692
EMP1132,Male,9.4,Senior,Retail,Large (500-2000),1,Full-Time,12,3,0,1,1,Graduate,Tier 1,2,29,Engineering,85393
EMP1133,Male,6.7,Mid,Consulting,Startup (<50),1,Contract,0,3,0,0,1,MBA,Tier 3,3,32,Sales,46212
EMP1134,Male,7.3,Senior,Technology,MNC (2000+),1,Full-Time,0,3,0,0,1,High School,Tier 3,4,29,Sales,102120
EMP1135,Female,7.8,Mid,NGO / Social Sector,Startup (<50),0,Full-Time,0,2,1,1,1,Post-Graduate,Tier 2,4,31,Marketing,33400
EMP1136,Female,12.4,Senior,Education,SME (50-500),0,Full-Time,0,2,1,0,0,MBA,Tier 1,2,34,Operations,55436
EMP1137,Male,1.5,Junior,Consulting,Large (500-2000),1,Full-Time,0,1,0,0,0,MBA,Tier 2,3,24,Engineering,32720
EMP1138,Male,14.9,Manager,Technology,MNC (2000+),0,Contract,3,4,0,1,0,Graduate,Tier 1,4,40,Customer Support,148737
EMP1139,Male,4.8,Mid,Media,MNC (2000+),0,Full-Time,0,1,0,0,1,MBA,Tier 1,2,30,Engineering,52112
EMP1140,Male,5.9,Senior,Technology,MNC (2000+),1,Part-Time,0,3,0,1,1,MBA,Tier 1,4,30,Engineering,150241
EMP1141,Male,8.7,Senior,Technology,Startup (<50),0,Full-Time,3,3,0,1,1,Graduate,Tier 1,4,28,Data & Analytics,108973
EMP1142,Male,6.1,Senior,FMCG,SME (50-500),0,Full-Time,0,1,0,1,1,High School,Tier 3,5,31,HR,44155
EMP1143,Female,6.9,Mid,Education,MNC (2000+),0,Full-Time,12,1,1,1,0,MBA,Tier 1,4,28,Customer Support,47698
EMP1144,Female,11.3,Senior,Technology,Startup (<50),1,Full-Time,12,3,0,1,1,MBA,Tier 1,2,35,Admin,93335
EMP1145,Male,5.9,Mid,Healthcare,SME (50-500),1,Full-Time,0,2,1,1,1,MBA,Tier 1,3,24,Legal,55525
EMP1146,Female,4.4,Mid,Finance & Banking,SME (50-500),0,Contract,0,0,0,1,0,PhD,Tier 1,5,25,Engineering,100338
EMP1147,Male,6.3,Senior,Manufacturing,Large (500-2000),0,Full-Time,0,2,0,1,0,Graduate,Tier 1,3,28,Sales,101031
EMP1148,Female,10.1,Senior,Healthcare,Large (500-2000),0,Full-Time,0,2,1,0,0,Post-Graduate,Tier 1,4,30,Operations,98260
EMP1149,Male,10.7,Senior,Media,Startup (<50),1,Full-Time,0,4,0,1,1,Graduate,Tier 1,2,32,Data & Analytics,56118
EMP1150,Female,14.5,Manager,Healthcare,Large (500-2000),1,Full-Time,6,4,1,1,0,High School,Tier 2,2,37,HR,117119
EMP1151,Male,8.9,Senior,FMCG,SME (50-500),1,Full-Time,0,3,0,0,0,MBA,Tier 2,3,30,Marketing,63983
EMP1152,Female,9.4,Senior,Consulting,MNC (2000+),0,Full-Time,18,2,1,1,1,Graduate,Tier 1,3,30,Customer Support,104531
EMP1153,Female,6.7,Mid,Retail,SME (50-500),0,Contract,3,1,1,0,1,Post-Graduate,Tier 1,4,26,HR,41178
EMP1154,Female,9.5,Senior,FMCG,MNC (2000+),1,Full-Time,12,2,1,0,0,MBA,Tier 2,5,29,Engineering,136162
EMP1155,Male,19.5,Director,Manufacturing,MNC (2000+),0,Full-Time,0,5,0,1,1,MBA,Tier 3,3,45,Customer Support,150677
EMP1156,Male,14.7,Manager,Education,Startup (<50),1,Full-Time,0,4,0,0,1,High School,Tier 1,3,37,Data & Analytics,120250
EMP1157,Female,10.6,Senior,Manufacturing,Large (500-2000),0,Full-Time,0,3,0,1,0,Post-Graduate,Tier 1,5,33,Engineering,132001
EMP1158,Male,1.0,Junior,Retail,Large (500-2000),1,Full-Time,0,0,0,1,1,Graduate,Tier 1,2,26,Sales,26981
EMP1159,Female,7.9,Senior,Healthcare,SME (50-500),0,Full-Time,6,1,0,1,0,MBA,Tier 3,3,30,HR,67891
EMP1160,Male,14.2,Manager,Manufacturing,MNC (2000+),1,Full-Time,0,5,0,0,1,Post-Graduate,Tier 1,5,37,Sales,187853
EMP1161,Male,14.8,Manager,Healthcare,Large (500-2000),0,Full-Time,6,3,0,1,0,Graduate,Tier 1,2,37,Sales,110371
EMP1162,Female,13.4,Senior,Media,MNC (2000+),0,Contract,24,3,1,1,1,Post-Graduate,Tier 1,3,35,Legal,89407
EMP1163,Male,20.6,Director,Education,Startup (<50),0,Full-Time,0,4,0,1,0,MBA,Tier 2,4,43,Customer Support,88767
EMP1164,Female,11.0,Senior,Technology,MNC (2000+),1,Part-Time,12,2,0,0,1,Post-Graduate,Tier 3,3,33,HR,116508
EMP1165,Male,10.8,Senior,Media,MNC (2000+),1,Full-Time,0,3,0,1,1,MBA,Tier 3,3,30,Finance,58457
EMP1166,Female,16.0,Manager,Retail,Startup (<50),0,Full-Time,12,4,1,0,0,Post-Graduate,Tier 1,1,40,Customer Support,80929
EMP1167,Female,11.5,Senior,Consulting,Large (500-2000),0,Full-Time,0,2,0,0,0,MBA,Tier 2,4,34,Operations,111437
EMP1168,Female,8.8,Senior,Education,Large (500-2000),0,Full-Time,24,2,1,0,0,PhD,Tier 2,4,32,HR,53518
EMP1169,Male,7.0,Senior,NGO / Social Sector,SME (50-500),1,Full-Time,0,2,1,1,1,Graduate,Tier 1,2,30,HR,34405
EMP1170,Male,9.5,Senior,Finance & Banking,Large (500-2000),1,Full-Time,0,2,0,1,0,PhD,Tier 1,2,34,Operations,101681
EMP1171,Male,10.7,Senior,Technology,Large (500-2000),0,Full-Time,0,3,0,0,0,MBA,Tier 1,1,31,Operations,102301
EMP1172,Male,3.9,Mid,Finance & Banking,Large (500-2000),1,Full-Time,0,1,1,0,1,Post-Graduate,Tier 2,3,25,Marketing,49752
EMP1173,Male,8.9,Senior,Retail,MNC (2000+),1,Full-Time,6,3,0,1,0,Graduate,Tier 2,3,31,Marketing,72716
EMP1174,Female,6.0,Mid,Retail,SME (50-500),0,Full-Time,0,0,1,0,0,Post-Graduate,Tier 2,3,29,Customer Support,35475
EMP1175,Female,5.1,Mid,Education,SME (50-500),0,Part-Time,6,2,0,0,0,PhD,Tier 2,4,28,Customer Support,28694
EMP1176,Female,6.6,Mid,NGO / Social Sector,Startup (<50),0,Full-Time,18,1,0,0,1,Graduate,Tier 1,4,27,Engineering,43858
EMP1177,Female,11.5,Senior,NGO / Social Sector,SME (50-500),1,Contract,18,2,0,1,0,Post-Graduate,Tier 1,4,36,Admin,36442
EMP1178,Male,10.3,Senior,Finance & Banking,Large (500-2000),0,Full-Time,0,2,0,1,1,MBA,Tier 1,3,31,Customer Support,100159
EMP1179,Male,7.5,Senior,Technology,Startup (<50),0,Full-Time,0,3,0,0,1,MBA,Tier 2,5,31,Finance,118146
EMP1180,Female,9.6,Senior,FMCG,MNC (2000+),1,Full-Time,3,2,1,1,1,MBA,Tier 3,5,32,Customer Support,61862
EMP1181,Male,7.6,Senior,Education,Large (500-2000),1,Full-Time,6,2,0,1,0,PhD,Tier 1,4,32,Operations,57795
EMP1182,Male,13.7,Manager,Healthcare,MNC (2000+),0,Part-Time,0,4,0,1,0,PhD,Tier 3,4,35,Customer Support,73421
EMP1183,Female,5.6,Mid,Consulting,SME (50-500),1,Full-Time,12,1,1,0,1,Post-Graduate,Tier 1,3,25,HR,47195
